matrix,Version,Initialization,FeatureExtraction,Inference,Format
bcsstk36,baseline,0.438165,0.0245488,6.628e-05,1
bcsstk36,tuned,0.456814,0.0245387,6.765e-05,1
bcsstm01,baseline,0.446459,3.107e-05,2.428e-05,0
bcsstm01,tuned,0.441409,2.813e-05,2.401e-05,0
bcsstm12,baseline,0.449552,0.000412051,4.076e-05,1
bcsstm12,tuned,0.450456,0.00039774,3.831e-05,1
bcsstm25,baseline,0.446441,0.00051691,2.549e-05,0
bcsstm25,tuned,0.448796,0.000543381,2.855e-05,0
bcsstm27,baseline,0.446684,0.00117964,3.557e-05,1
bcsstm27,tuned,0.448633,0.00119374,3.584e-05,1
bcsstm34,baseline,0.448175,0.00057177,3.937e-05,1
bcsstm34,tuned,0.451769,0.00054016,3.518e-05,1
bcsstm37,baseline,0.453848,0.00070448,3.06e-05,0
bcsstm37,tuned,0.453994,0.000669421,2.862e-05,0
b_dyn,baseline,0.449648,0.000135981,2.847e-05,0
b_dyn,tuned,0.450882,0.00013603,2.881e-05,0
BenElechi1,baseline,0.443275,0.283532,7.207e-05,1
BenElechi1,tuned,0.442425,0.28349,7.054e-05,1
bfwa398,baseline,0.447715,0.00010828,5.809e-05,1
bfwa398,tuned,0.446908,0.00010349,5.607e-05,1
bfwb62,baseline,0.445086,3.955e-05,3.346e-05,0
bfwb62,tuned,0.447506,3.53e-05,3.297e-05,0
bfwb782,baseline,0.447565,0.000163771,5.685e-05,1
bfwb782,tuned,0.46418,0.00014731,5.799e-05,1
big_dual,baseline,0.449089,0.00196326,3.055e-05,0
big_dual,tuned,0.452197,0.00195333,2.949e-05,0
bmwcra_1,baseline,0.447134,0.229883,7.399e-05,1
bmwcra_1,tuned,0.448675,0.232389,7.2871e-05,1
bodyy5,baseline,1.06569,0.00247761,7.482e-05,1
bodyy5,tuned,0.444885,0.00242852,4.801e-05,1
boeing_nasa1824,baseline,0.443301,0.000847734,3.4321e-05,1
boeing_nasa1824,tuned,0.444541,0.000789704,3.297e-05,1
boneS01,baseline,0.44075,0.14553,0.000111211,1
boneS01,tuned,0.442268,0.14421,0.000107421,1
boyd1,baseline,0.439476,0.0275299,0.000104531,1
boyd1,tuned,0.441146,0.0275224,0.000101521,1
bundle1,baseline,0.444978,0.0172921,9.801e-05,3
bundle1,tuned,0.443388,0.0173076,9.343e-05,3
bwm200,baseline,0.447539,4.681e-05,2.558e-05,2
bwm200,tuned,0.440677,4.514e-05,2.689e-05,2
bwm2000,baseline,0.441562,0.000199841,2.773e-05,2
bwm2000,tuned,0.445457,0.000180381,2.625e-05,2
c-31,baseline,0.440602,0.00170915,4.941e-05,3
c-31,tuned,0.462805,0.00170998,4.984e-05,3
c-34,baseline,0.44129,0.00136922,4.938e-05,3
c-34,tuned,0.444267,0.00139277,4.9121e-05,3
c-35,baseline,0.448846,0.00135782,4.745e-05,3
c-35,tuned,0.451206,0.00136142,5.1791e-05,3
c-44,baseline,0.440823,0.00186222,5.404e-05,3
c-44,tuned,0.443475,0.00187425,5.18e-05,3
c-48,baseline,0.44059,0.00360563,6.394e-05,3
c-48,tuned,0.444153,0.00360262,5.468e-05,3
c-52,baseline,0.438929,0.00437072,6.135e-05,3
c-52,tuned,0.445829,0.00437375,6.05e-05,3
c-57,baseline,0.448235,0.00881681,6.8761e-05,3
c-57,tuned,0.44622,0.00880447,7.333e-05,3
c-64b,baseline,0.439009,0.0157694,9.9611e-05,3
c-64b,tuned,0.439994,0.0157418,9.3481e-05,3
c-66,baseline,0.448662,0.0110449,7.4921e-05,3
c-66,tuned,0.448628,0.0109975,7.0031e-05,3
ca-CondMat,baseline,0.471483,0.00458802,6.186e-05,3
ca-CondMat,tuned,0.446682,0.00456423,6.438e-05,3
cage15,baseline,0.447304,1.96901,0.000114891,1
cage15,tuned,0.443125,1.96994,0.000112241,1
