matrix,Version,Initialization,FeatureExtraction,Inference,Format
boyd1,tuned,0.00374833,0.0274887,2.46e-06,5
bundle1,baseline,0.00548918,0.0171079,2.67e-06,1
bundle1,tuned,0.00368448,0.0171762,2.31e-06,1
bwm200,baseline,0.00521411,4.5871e-05,9.5e-07,0
bwm200,tuned,0.00358097,4.2421e-05,7.1e-07,0
bwm2000,baseline,0.00521003,0.000177041,9.8e-07,0
bwm2000,tuned,0.00351941,0.000177951,7.6e-07,0
c-31,baseline,0.00530993,0.00173923,1.47e-06,5
c-31,tuned,0.00361779,0.0017214,1.13e-06,5
c-34,baseline,0.00534721,0.00138258,1.44e-06,5
c-34,tuned,0.00357541,0.0013752,1.09e-06,5
c-35,baseline,0.00541602,0.00133447,1.56e-06,5
c-35,tuned,0.00363843,0.00132697,1.11e-06,5
c-44,baseline,0.00527312,0.00184429,1.41e-06,5
c-44,tuned,0.00350569,0.00180963,1.16e-06,5
c-48,baseline,0.0054924,0.00360071,1.45e-06,5
c-48,tuned,0.00364765,0.00356922,1.18e-06,5
c-52,baseline,0.00552326,0.00437422,1.43e-06,5
c-52,tuned,0.00359444,0.00434463,1.15e-06,5
c-57,baseline,0.00545706,0.00896091,1.36e-06,5
c-57,tuned,0.00354404,0.00883718,1.12e-06,5
c-64b,baseline,0.00559523,0.0157238,2e-06,5
c-64b,tuned,0.0035738,0.0156038,1.6e-06,5
c-66,baseline,0.00564825,0.010897,1.37e-06,5
c-66,tuned,0.00373565,0.0108579,1.35e-06,5
ca-CondMat,baseline,0.00540914,0.00460608,1.5e-06,5
ca-CondMat,tuned,0.00360259,0.00456487,1.081e-06,5
cage15,baseline,0.00587915,1.96859,2.8e-06,1
cage15,tuned,0.00384328,1.96922,2.44e-06,1
CAG_mat1916,baseline,0.00554311,0.00454292,1.29e-06,5
CAG_mat1916,tuned,0.00363327,0.0045196,1.1e-06,5
CAG_mat72,baseline,0.00530681,5.0561e-05,1.12e-06,1
CAG_mat72,tuned,0.00362242,4.5211e-05,9e-07,1
can_144,baseline,0.00535081,5.6671e-05,1.58e-06,1
can_144,tuned,0.00364428,5.191e-05,1.08e-06,1
can_256,baseline,0.00540905,8.8281e-05,1.33e-06,5
can_256,tuned,0.00363959,8.404e-05,1.06e-06,5
can_268,baseline,0.00529303,9.4451e-05,1.46e-06,1
can_268,tuned,0.00360631,8.8001e-05,1.04e-06,1
can_73,baseline,0.00544425,3.773e-05,1.07e-06,0
can_73,tuned,0.00363348,3.419e-05,8.5e-07,0
cant,baseline,0.00559041,0.0870803,1.42e-06,1
cant,tuned,0.00376671,0.08724,1.85e-06,1
cavity04,baseline,0.00710512,0.00018254,1.06e-06,1
cavity04,tuned,0.00413101,0.000177411,8.6e-07,1
cavity07,baseline,0.00525081,0.000685593,1.07e-06,1
cavity07,tuned,0.00342334,0.000690183,9e-07,1
cavity08,baseline,0.0054096,0.000698393,1.08e-06,1
cavity08,tuned,0.00356728,0.000683203,8.6e-07,1
cavity10,baseline,0.0051365,0.00155649,1.01e-06,1
cavity10,tuned,0.00338377,0.00154176,8.1e-07,1
cavity12,baseline,0.00527329,0.00163985,1.09e-06,1
cavity12,tuned,0.00354437,0.00163048,8.5e-07,1
cavity13,baseline,0.00517734,0.00155068,1.05e-06,1
cavity13,tuned,0.00336405,0.00154128,8.1e-07,1
cavity16,baseline,0.00553451,0.0028836,1.06e-06,1
cavity16,tuned,0.00346459,0.0028451,8.7e-07,1
